Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Attrition,Age_Group,Distance_Group,HourlyRate_Group,MonthlyIncome_Group,MonthlyRate_Group,DailyRate_Group,PercentSalaryHike_Group
31.0,Travel_Rarely,196.0,Sales,29.0,Master,Marketing,Low,Female,91.0,Medium,2.0,Sales Executive,Very High,Married,5468.0,13402.0,1.0,No,14.0,Excellent,Low,3.0,Better,No,Age_group 2,Distance_5,HourlyRate_5,Income_3,Rate_3,DailyRate_1,PercentSalaryHike_3
51.0,Travel_Rarely,942.0,Research & Development,3.0,Bachelor,Technical Degree,Low,Female,53.0,High,3.0,Manager,High,Married,13116.0,22984.0,1.0,No,11.0,Excellent,Very High,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_2,Income_5,Rate_5,DailyRate_4,PercentSalaryHike_1
37.0,Travel_Rarely,589.0,Sales,9.0,College,Marketing,Medium,Male,46.0,Medium,2.0,Sales Executive,Medium,Married,4189.0,8800.0,1.0,No,14.0,Excellent,Low,2.0,Better,No,Age_group 3,Distance_3,HourlyRate_2,Income_2,Rate_2,DailyRate_2,PercentSalaryHike_3
46.0,Travel_Rarely,734.0,Research & Development,2.0,Master,Medical,High,Male,46.0,High,5.0,Research Director,Very High,Divorced,19328.0,14218.0,7.0,Yes,17.0,Excellent,High,3.0,Better,No,Age_group 5,Distance_1,HourlyRate_2,Income_5,Rate_3,DailyRate_3,PercentSalaryHike_4
36.0,Travel_Rarely,1383.0,Research & Development,10.0,Bachelor,Life Sciences,Very High,Male,90.0,High,3.0,Healthcare Representative,Low,Married,8321.0,25949.0,7.0,Yes,13.0,Excellent,Very High,1.0,Better,No,Age_group 3,Distance_4,HourlyRate_5,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_2
44.0,Travel_Frequently,429.0,Research & Development,1.0,College,Medical,High,Male,99.0,High,1.0,Research Scientist,Medium,Divorced,2342.0,11092.0,1.0,Yes,12.0,Excellent,High,2.0,Good,Yes,Age_group 4,Distance_1,HourlyRate_5,Income_1,Rate_2,DailyRate_2,PercentSalaryHike_1
37.0,Travel_Rarely,1239.0,Human Resources,8.0,College,Other,High,Male,89.0,High,2.0,Human Resources,Medium,Divorced,4071.0,12832.0,2.0,No,13.0,Excellent,High,4.0,Good,No,Age_group 3,Distance_3,HourlyRate_5,Income_2,Rate_3,DailyRate_5,PercentSalaryHike_2
35.0,Travel_Rarely,303.0,Sales,27.0,Bachelor,Life Sciences,High,Male,84.0,High,2.0,Sales Executive,Very High,Single,5813.0,14293.144421629022,1.0,Yes,18.0,Excellent,Very High,2.0,Better,Yes,Age_group 3,Distance_5,HourlyRate_4,Income_4,Rate_3,DailyRate_1,PercentSalaryHike_4
33.0,Travel_Rarely,867.0,Research & Development,8.0,Master,Life Sciences,Very High,Male,90.0,Very High,1.0,Research Scientist,Low,Married,3143.0,6076.0,6.0,No,19.0,Excellent,Medium,1.0,Better,No,Age_group 2,Distance_3,HourlyRate_5,Income_2,Rate_1,DailyRate_3,PercentSalaryHike_4
28.0,Travel_Rarely,1181.0,Research & Development,1.0,Bachelor,Life Sciences,High,Male,82.0,High,1.0,Research Scientist,Very High,Married,2044.0,5531.0,1.0,No,11.0,Excellent,High,6.0,Best,No,Age_group 1,Distance_1,HourlyRate_4,Income_1,Rate_1,DailyRate_4,PercentSalaryHike_1
39.0,Travel_Rarely,1253.0,Research & Development,10.0,Below College,Medical,High,Male,65.0,High,3.0,Research Director,High,Single,13464.0,7914.0,7.0,No,21.0,Outstanding,High,3.0,Better,No,Age_group 4,Distance_4,HourlyRate_3,Income_5,Rate_2,DailyRate_5,PercentSalaryHike_5
46.0,Non-Travel,849.0,Sales,26.0,College,Life Sciences,Medium,Male,98.0,Medium,2.0,Sales Executive,Medium,Single,6509.432098765432,25166.0,8.0,No,15.0,Excellent,High,3.0,Better,No,Age_group 5,Distance_5,HourlyRate_5,Income_4,Rate_5,DailyRate_3,PercentSalaryHike_3
40.0,Travel_Rarely,616.0,Research & Development,2.0,College,Life Sciences,High,Female,99.0,High,1.0,Laboratory Technician,Low,Married,3377.0,25605.0,4.0,No,17.0,Excellent,Very High,5.0,Good,No,Age_group 4,Distance_1,HourlyRate_5,Income_2,Rate_5,DailyRate_2,PercentSalaryHike_4
42.0,Travel_Rarely,1128.0,Research & Development,13.0,Bachelor,Medical,Medium,Male,95.0,Very High,2.0,Healthcare Representative,Low,Married,5538.0,5696.0,5.0,No,18.0,Excellent,High,2.0,Good,No,Age_group 4,Distance_4,HourlyRate_5,Income_3,Rate_1,DailyRate_4,PercentSalaryHike_4
35.0,Non-Travel,1180.0,Research & Development,2.0,College,Medical,Medium,Male,90.0,High,2.0,Manufacturing Director,Very High,Divorced,5762.0,24442.0,2.0,No,14.0,Excellent,High,6.0,Better,No,Age_group 3,Distance_1,HourlyRate_5,Income_3,Rate_5,DailyRate_4,PercentSalaryHike_3
38.0,Non-Travel,1336.0,Human Resources,2.0,Bachelor,Human Resources,Low,Male,100.0,High,1.0,Human Resources,Medium,Divorced,2592.0,7129.0,5.0,No,13.0,Excellent,Very High,3.0,Better,No,Age_group 3,Distance_1,HourlyRate_5,Income_1,Rate_2,DailyRate_5,PercentSalaryHike_2
34.0,Travel_Frequently,234.0,Research & Development,9.0,Master,Life Sciences,Very High,Male,93.0,High,2.0,Laboratory Technician,Low,Married,5346.0,6208.0,4.0,No,17.0,Excellent,High,3.0,Good,Yes,Age_group 2,Distance_3,HourlyRate_5,Income_3,Rate_1,DailyRate_1,PercentSalaryHike_4
37.0,Travel_Rarely,370.0,Research & Development,10.0,Master,Medical,High,Male,58.0,High,2.0,Manufacturing Director,Low,Single,4213.0,4992.0,1.0,No,15.0,Excellent,Medium,4.0,Bad,Yes,Age_group 3,Distance_4,HourlyRate_2,Income_2,Rate_1,DailyRate_1,PercentSalaryHike_3
39.0,Travel_Frequently,766.0,Sales,20.0,Bachelor,Life Sciences,High,Male,83.0,High,2.0,Sales Executive,Very High,Divorced,4127.0,19188.0,2.0,No,18.0,Excellent,Very High,6.0,Better,No,Age_group 4,Distance_5,HourlyRate_4,Income_2,Rate_4,DailyRate_3,PercentSalaryHike_4
43.0,Non-Travel,343.0,Research & Development,9.0,Bachelor,Life Sciences,Low,Male,52.0,High,1.0,Research Scientist,High,Single,2438.0,24978.0,4.0,No,13.0,Excellent,High,2.0,Good,No,Age_group 4,Distance_3,HourlyRate_2,Income_1,Rate_5,DailyRate_1,PercentSalaryHike_2
41.0,Travel_Rarely,447.0,Research & Development,5.0,Bachelor,Life Sciences,Medium,Male,85.0,Very High,2.0,Healthcare Representative,Medium,Single,6870.0,15530.0,3.0,No,12.0,Excellent,Low,3.0,Bad,No,Age_group 4,Distance_2,HourlyRate_4,Income_4,Rate_3,DailyRate_2,PercentSalaryHike_1
41.0,Travel_Rarely,796.0,Sales,4.0,Below College,Marketing,High,Male,81.0,High,3.0,Sales Executive,High,Divorced,10447.0,26458.0,0.0,Yes,13.0,Excellent,Very High,3.0,Best,No,Age_group 4,Distance_2,HourlyRate_4,Income_5,Rate_5,DailyRate_3,PercentSalaryHike_2
30.0,Travel_Rarely,1092.0,Research & Development,10.0,Bachelor,Medical,Low,Female,64.0,High,3.0,Manufacturing Director,High,Single,9667.0,2739.0,9.0,No,14.0,Excellent,Medium,3.0,Better,No,Age_group 2,Distance_4,HourlyRate_3,Income_4,Rate_1,DailyRate_4,PercentSalaryHike_3
26.0,Travel_Rarely,920.0,Human Resources,20.0,College,Medical,Very High,Female,69.0,High,1.0,Human Resources,Medium,Married,2148.0,6889.0,0.0,Yes,11.0,Excellent,High,3.0,Better,Yes,Age_group 1,Distance_5,HourlyRate_3,Income_1,Rate_2,DailyRate_3,PercentSalaryHike_1
46.0,Travel_Rarely,261.0,Research & Development,21.0,College,Medical,Very High,Female,66.0,High,2.0,Healthcare Representative,Medium,Married,8926.0,10842.0,4.0,No,22.0,Outstanding,Very High,2.0,Best,Yes,Age_group 5,Distance_5,HourlyRate_3,Income_4,Rate_2,DailyRate_1,PercentSalaryHike_5
40.0,Travel_Rarely,1194.0,Research & Development,1.0,Bachelor,Life Sciences,High,Female,52.0,High,2.0,Healthcare Representative,Very High,Divorced,6513.0,9060.0,4.0,No,17.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_1,HourlyRate_2,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_4
34.0,Travel_Rarely,810.0,Sales,8.0,College,Technical Degree,Medium,Male,92.0,Very High,2.0,Sales Executive,High,Married,6799.0,22128.0,1.0,No,21.0,Outstanding,High,5.0,Better,No,Age_group 2,Distance_3,HourlyRate_5,Income_4,Rate_5,DailyRate_3,PercentSalaryHike_5
58.0,Non-Travel,350.0,Sales,2.0,Bachelor,Medical,Medium,Male,52.0,High,4.0,Manager,Medium,Divorced,16291.0,14293.144421629022,4.0,No,22.0,Outstanding,Very High,0.0,Good,No,Age_group 5,Distance_1,HourlyRate_2,Income_5,Rate_3,DailyRate_1,PercentSalaryHike_5
35.0,Travel_Rarely,185.0,Research & Development,23.0,Master,Medical,Medium,Male,91.0,Low,1.0,Laboratory Technician,High,Married,2705.0,9696.0,0.0,No,16.0,Excellent,Medium,2.0,Best,No,Age_group 3,Distance_5,HourlyRate_5,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_4
47.0,Travel_Rarely,1001.0,Research & Development,4.0,Bachelor,Life Sciences,High,Female,92.0,Medium,3.0,Manufacturing Director,Medium,Divorced,10333.0,19271.0,8.0,Yes,12.0,Excellent,High,4.0,Better,No,Age_group 5,Distance_2,HourlyRate_5,Income_5,Rate_4,DailyRate_4,PercentSalaryHike_1
40.0,Travel_Rarely,750.0,Research & Development,12.0,Bachelor,Life Sciences,Medium,Female,47.0,High,2.0,Sales Executive,Low,Divorced,4448.0,10748.0,2.0,No,12.0,Excellent,Medium,3.0,Better,No,Age_group 4,Distance_4,HourlyRate_2,Income_3,Rate_2,DailyRate_3,PercentSalaryHike_1
54.0,Travel_Rarely,431.0,Research & Development,7.0,Master,Medical,Very High,Female,68.0,High,2.0,Research Scientist,Very High,Married,6854.0,15696.0,4.0,No,15.0,Excellent,Medium,2.0,Good,No,Age_group 5,Distance_3,HourlyRate_3,Income_4,Rate_3,DailyRate_2,PercentSalaryHike_3
31.0,Travel_Frequently,1125.0,Sales,7.0,Master,Marketing,Low,Female,68.0,High,3.0,Sales Executive,Low,Married,9637.0,8277.0,2.0,No,14.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_3,HourlyRate_3,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_3
28.0,Travel_Rarely,1217.0,Research & Development,9.20426409903714,Bachelor,Medical,High,Female,67.0,High,1.0,Research Scientist,Low,Married,3591.0,12719.0,1.0,No,25.0,Outstanding,High,3.0,Better,No,Age_group 1,Distance_4,HourlyRate_3,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_5
38.0,Travel_Rarely,723.0,Sales,2.0,Master,Marketing,Medium,Female,77.0,Low,2.0,Sales Representative,Very High,Married,5405.0,4244.0,2.0,Yes,20.0,Outstanding,Low,4.0,Good,No,Age_group 3,Distance_1,HourlyRate_4,Income_3,Rate_1,DailyRate_3,PercentSalaryHike_5
26.0,Travel_Rarely,572.0,Sales,10.0,Bachelor,Medical,High,Male,46.0,High,2.0,Sales Executive,Very High,Single,4684.0,9125.0,1.0,No,13.0,Excellent,Low,4.0,Better,No,Age_group 1,Distance_4,HourlyRate_2,Income_3,Rate_2,DailyRate_2,PercentSalaryHike_2
58.0,Travel_Frequently,1216.0,Research & Development,15.0,Master,Life Sciences,High,Male,87.0,High,4.0,Research Director,High,Married,15787.0,21624.0,2.0,Yes,14.0,Excellent,Medium,3.0,Better,No,Age_group 5,Distance_4,HourlyRate_4,Income_5,Rate_4,DailyRate_4,PercentSalaryHike_3
18.0,Non-Travel,1431.0,Research & Development,14.0,Bachelor,Medical,Medium,Female,33.0,High,1.0,Research Scientist,High,Single,1514.0,8018.0,1.0,No,16.0,Excellent,High,4.0,Bad,No,Age_group 1,Distance_4,HourlyRate_1,Income_1,Rate_2,DailyRate_5,PercentSalaryHike_4
31.0,Travel_Rarely,359.0,Human Resources,18.0,Doctor,Human Resources,Very High,Male,89.0,Very High,1.0,Human Resources,Low,Married,2956.0,21495.0,0.0,No,17.0,Excellent,High,4.0,Better,Yes,Age_group 2,Distance_5,HourlyRate_5,Income_2,Rate_4,DailyRate_1,PercentSalaryHike_4
29.0,Travel_Rarely,350.0,Human Resources,13.0,Bachelor,Human Resources,Low,Male,56.0,Medium,1.0,Human Resources,Low,Divorced,2335.0,3157.0,4.0,Yes,15.0,Excellent,Very High,3.0,Better,Yes,Age_group 1,Distance_4,HourlyRate_2,Income_1,Rate_1,DailyRate_1,PercentSalaryHike_3
45.0,Non-Travel,589.0,Sales,2.0,Master,Life Sciences,High,Female,67.0,High,2.0,Sales Executive,High,Married,5154.0,19665.0,4.0,No,22.0,Outstanding,Medium,3.0,Best,No,Age_group 4,Distance_1,HourlyRate_3,Income_3,Rate_4,DailyRate_2,PercentSalaryHike_5
36.0,Travel_Rarely,430.0,Research & Development,2.0,Master,Other,Very High,Female,73.0,High,2.0,Research Scientist,Medium,Married,6962.0,19573.0,4.0,Yes,22.0,Outstanding,Very High,2.0,Better,No,Age_group 3,Distance_1,HourlyRate_3,Income_4,Rate_4,DailyRate_2,PercentSalaryHike_5
43.0,Travel_Frequently,1422.0,Sales,2.0,Master,Life Sciences,Low,Male,92.0,High,2.0,Sales Executive,Very High,Married,5675.0,19246.0,1.0,No,20.0,Outstanding,High,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_5,Income_3,Rate_4,DailyRate_5,PercentSalaryHike_5
27.0,Travel_Frequently,1297.0,Research & Development,5.0,College,Life Sciences,Very High,Female,53.0,High,1.0,Sales Executive,Very High,Single,2379.0,19826.0,0.0,Yes,14.0,Excellent,High,3.0,Good,No,Age_group 1,Distance_2,HourlyRate_2,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_3
29.0,Travel_Frequently,574.0,Research & Development,20.0,Below College,Medical,Very High,Male,40.0,High,1.0,Laboratory Technician,Very High,Married,3812.0,7003.0,1.0,No,13.0,Excellent,Medium,3.0,Best,No,Age_group 1,Distance_5,HourlyRate_1,Income_2,Rate_2,DailyRate_2,PercentSalaryHike_2
32.0,Travel_Frequently,1318.0,Sales,10.0,Master,Marketing,Very High,Male,79.0,High,2.0,Sales Executive,Very High,Single,6509.432098765432,26075.0,8.0,No,13.0,Excellent,High,2.0,Best,No,Age_group 2,Distance_4,HourlyRate_4,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_2
42.0,Non-Travel,355.0,Research & Development,10.0,Master,Technical Degree,High,Male,38.0,High,1.0,Research Scientist,High,Married,2936.0,6161.0,3.0,No,22.0,Outstanding,Medium,1.0,Good,No,Age_group 4,Distance_4,HourlyRate_1,Income_2,Rate_1,DailyRate_1,PercentSalaryHike_5
47.0,Travel_Rarely,207.0,Research & Development,9.0,Master,Life Sciences,Medium,Female,64.0,High,1.0,Laboratory Technician,High,Single,2105.0,5411.0,4.0,No,12.0,Excellent,High,2.0,Better,No,Age_group 5,Distance_3,HourlyRate_3,Income_1,Rate_1,DailyRate_1,PercentSalaryHike_1
46.0,Travel_Rarely,706.0,Research & Development,2.0,College,Life Sciences,Very High,Male,82.0,High,3.0,Manufacturing Director,Very High,Divorced,8578.0,19989.0,3.0,No,14.0,Excellent,High,4.0,Good,No,Age_group 5,Distance_1,HourlyRate_4,Income_4,Rate_4,DailyRate_3,PercentSalaryHike_3
28.0,Non-Travel,280.0,Human Resources,1.0,College,Life Sciences,High,Male,43.0,High,1.0,Human Resources,Very High,Divorced,2706.0,10494.0,1.0,No,15.0,Excellent,Medium,2.0,Better,No,Age_group 1,Distance_1,HourlyRate_1,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_3
29.0,Travel_Rarely,726.0,Research & Development,29.0,Below College,Life Sciences,Very High,Male,93.0,Low,2.0,Healthcare Representative,High,Divorced,6384.0,21143.0,8.0,No,17.0,Excellent,Very High,3.0,Better,No,Age_group 1,Distance_5,HourlyRate_5,Income_4,Rate_4,DailyRate_3,PercentSalaryHike_4
42.0,Travel_Rarely,1142.0,Research & Development,8.0,Bachelor,Life Sciences,Very High,Male,81.0,High,1.0,Laboratory Technician,High,Single,3968.0,13624.0,4.0,No,13.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_4,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_2
32.0,Travel_Rarely,414.0,Sales,2.0,Master,Marketing,High,Male,82.0,Medium,2.0,Sales Executive,Medium,Single,9907.0,26186.0,7.0,Yes,12.0,Excellent,High,3.0,Good,Yes,Age_group 2,Distance_1,HourlyRate_4,Income_5,Rate_5,DailyRate_2,PercentSalaryHike_1
46.0,Travel_Rarely,1319.0,Sales,3.0,Bachelor,Technical Degree,Low,Female,45.0,Very High,4.0,Sales Executive,Low,Divorced,13225.0,7739.0,2.0,No,12.0,Excellent,Very High,5.0,Better,No,Age_group 5,Distance_2,HourlyRate_1,Income_5,Rate_2,DailyRate_5,PercentSalaryHike_1
27.0,Travel_Rarely,728.0,Sales,23.0,Below College,Medical,Medium,Female,36.0,Medium,2.0,Sales Representative,High,Married,3540.0,7018.0,1.0,No,21.0,Outstanding,Very High,5.0,Better,No,Age_group 1,Distance_5,HourlyRate_1,Income_2,Rate_2,DailyRate_3,PercentSalaryHike_5
29.0,Travel_Rarely,352.0,Human Resources,6.0,Below College,Medical,Very High,Male,87.0,Medium,1.0,Human Resources,Medium,Married,2804.0,15434.0,1.0,No,11.0,Excellent,Very High,3.0,Better,No,Age_group 1,Distance_3,HourlyRate_4,Income_2,Rate_3,DailyRate_1,PercentSalaryHike_1
43.0,Travel_Rarely,823.0,Research & Development,6.0,Bachelor,Life Sciences,Low,Female,81.0,Medium,5.0,Manager,High,Married,19392.0,22539.0,7.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 4,Distance_3,HourlyRate_4,Income_5,Rate_5,DailyRate_3,PercentSalaryHike_2
48.0,Travel_Rarely,1224.0,Research & Development,10.0,Bachelor,Life Sciences,Very High,Male,91.0,Medium,5.0,Research Director,Medium,Married,19665.0,13583.0,4.0,No,12.0,Excellent,Very High,3.0,Better,No,Age_group 5,Distance_4,HourlyRate_5,Income_5,Rate_3,DailyRate_4,PercentSalaryHike_1
29.0,Travel_Frequently,459.0,Research & Development,24.0,College,Life Sciences,Very High,Male,73.0,Medium,1.0,Research Scientist,Very High,Single,2439.0,14753.0,1.0,Yes,24.0,Outstanding,Medium,3.0,Good,Yes,Age_group 1,Distance_5,HourlyRate_3,Income_1,Rate_3,DailyRate_2,PercentSalaryHike_5
46.0,Travel_Rarely,1254.0,Sales,10.0,Bachelor,Life Sciences,High,Female,64.0,High,3.0,Sales Executive,Medium,Married,6509.432098765432,14011.0,5.0,No,21.0,Outstanding,High,2.0,Better,Yes,Age_group 5,Distance_4,HourlyRate_3,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_5
27.0,Travel_Frequently,1131.0,Research & Development,15.0,Bachelor,Life Sciences,Very High,Female,77.0,Medium,1.0,Research Scientist,Low,Married,4774.0,23844.0,0.0,No,19.0,Excellent,Very High,2.0,Good,No,Age_group 1,Distance_4,HourlyRate_4,Income_3,Rate_5,DailyRate_4,PercentSalaryHike_4
39.0,Travel_Rarely,835.0,Research & Development,19.0,Master,Other,Very High,Male,41.0,High,2.0,Research Scientist,Very High,Divorced,3902.0,5141.0,8.0,No,14.0,Excellent,Medium,2.0,Better,No,Age_group 4,Distance_5,HourlyRate_1,Income_2,Rate_1,DailyRate_3,PercentSalaryHike_3
55.0,Travel_Rarely,836.0,Research & Development,2.0,Master,Technical Degree,Medium,Male,98.0,Medium,1.0,Research Scientist,Very High,Married,2662.0,7975.0,8.0,No,20.0,Outstanding,Medium,2.0,Best,No,Age_group 5,Distance_1,HourlyRate_5,Income_1,Rate_2,DailyRate_3,PercentSalaryHike_5
28.0,Travel_Rarely,1172.0,Sales,3.0,Bachelor,Medical,Medium,Female,78.0,High,1.0,Sales Representative,Medium,Married,2856.0,3692.0,1.0,No,19.0,Excellent,Very High,3.0,Better,No,Age_group 1,Distance_2,HourlyRate_4,Income_2,Rate_1,DailyRate_4,PercentSalaryHike_4
30.0,Travel_Rarely,945.0,Sales,9.20426409903714,Bachelor,Medical,Medium,Male,89.0,High,1.0,Sales Representative,Very High,Single,1081.0,16019.0,1.0,No,13.0,Excellent,High,3.0,Good,Yes,Age_group 2,Distance_4,HourlyRate_5,Income_1,Rate_3,DailyRate_4,PercentSalaryHike_2
22.0,Travel_Rarely,391.0,Research & Development,7.0,Below College,Life Sciences,Very High,Male,75.0,High,1.0,Research Scientist,Medium,Single,2472.0,26092.0,1.0,Yes,23.0,Outstanding,Low,2.0,Better,Yes,Age_group 1,Distance_3,HourlyRate_4,Income_1,Rate_5,DailyRate_1,PercentSalaryHike_5
36.0,Travel_Rarely,1266.0,Sales,10.0,Master,Technical Degree,Medium,Female,63.0,Medium,2.0,Sales Executive,High,Married,5673.0,6060.0,1.0,Yes,13.0,Excellent,Low,4.0,Better,No,Age_group 3,Distance_4,HourlyRate_3,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_2
31.0,Travel_Rarely,311.0,Research & Development,20.0,Bachelor,Life Sciences,Medium,Male,89.0,High,2.0,Laboratory Technician,High,Divorced,4197.0,18624.0,1.0,No,11.0,Excellent,Low,2.0,Better,No,Age_group 2,Distance_5,HourlyRate_5,Income_2,Rate_4,DailyRate_1,PercentSalaryHike_1
34.0,Travel_Rarely,1480.0,Sales,4.0,Bachelor,Life Sciences,High,Male,64.0,High,3.0,Sales Executive,Very High,Married,9713.0,24444.0,2.0,Yes,13.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_2,HourlyRate_3,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_2
29.0,Travel_Rarely,592.0,Research & Development,7.0,Bachelor,Life Sciences,Very High,Male,59.0,High,1.0,Laboratory Technician,Low,Single,2062.0,19384.0,3.0,No,14.0,Excellent,Medium,2.0,Better,No,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_4,DailyRate_2,PercentSalaryHike_3
37.0,Travel_Rarely,783.0,Research & Development,7.0,Master,Medical,Very High,Male,78.0,High,2.0,Research Scientist,Low,Married,4284.0,13588.0,5.0,Yes,22.0,Outstanding,High,2.0,Better,No,Age_group 3,Distance_3,HourlyRate_4,Income_3,Rate_3,DailyRate_3,PercentSalaryHike_5
35.0,Travel_Rarely,219.0,Research & Development,16.0,College,Other,Very High,Female,44.0,Medium,2.0,Manufacturing Director,Medium,Married,4788.0,25388.0,0.0,Yes,11.0,Excellent,Very High,2.0,Better,No,Age_group 3,Distance_4,HourlyRate_1,Income_3,Rate_5,DailyRate_1,PercentSalaryHike_1
45.0,Travel_Rarely,556.0,Research & Development,25.0,College,Life Sciences,Medium,Female,93.0,Medium,2.0,Manufacturing Director,Very High,Married,5906.0,23888.0,0.0,No,13.0,Excellent,Very High,2.0,Good,No,Age_group 4,Distance_5,HourlyRate_5,Income_4,Rate_5,DailyRate_2,PercentSalaryHike_2
36.0,Travel_Frequently,1213.0,Human Resources,2.0,Below College,Human Resources,Medium,Male,94.0,Medium,2.0,Human Resources,Very High,Single,3886.0,4223.0,1.0,No,21.0,Outstanding,Very High,2.0,Good,No,Age_group 3,Distance_1,HourlyRate_5,Income_2,Rate_1,DailyRate_4,PercentSalaryHike_5
40.0,Travel_Rarely,1137.0,Research & Development,1.0,Master,Life Sciences,Low,Male,98.0,High,4.0,Manager,Low,Divorced,16823.0,18991.0,2.0,No,11.0,Excellent,Low,3.0,Better,No,Age_group 4,Distance_1,HourlyRate_5,Income_5,Rate_4,DailyRate_4,PercentSalaryHike_1
26.0,Travel_Rarely,802.7306374228924,Research & Development,1.0,College,Life Sciences,Medium,Female,90.0,Medium,1.0,Research Scientist,High,Married,2933.0,14908.0,1.0,Yes,13.0,Excellent,High,3.0,Good,No,Age_group 1,Distance_1,HourlyRate_5,Income_2,Rate_3,DailyRate_3,PercentSalaryHike_2
27.0,Travel_Rarely,511.0,Sales,2.0,College,Medical,Low,Female,89.0,Very High,2.0,Sales Executive,High,Single,6500.0,26997.0,0.0,No,14.0,Excellent,Medium,5.0,Good,No,Age_group 1,Distance_1,HourlyRate_5,Income_4,Rate_5,DailyRate_2,PercentSalaryHike_3
48.0,Travel_Frequently,117.0,Research & Development,22.0,Bachelor,Medical,Very High,Female,58.0,High,4.0,Manager,Very High,Divorced,17174.0,2437.0,1.0,No,11.0,Excellent,Medium,3.0,Better,No,Age_group 5,Distance_5,HourlyRate_2,Income_5,Rate_1,DailyRate_1,PercentSalaryHike_1
44.0,Travel_Rarely,170.0,Research & Development,1.0,Master,Life Sciences,Medium,Male,78.0,Very High,2.0,Healthcare Representative,Low,Married,5033.0,9364.0,2.0,No,15.0,Excellent,Very High,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_4,Income_3,Rate_2,DailyRate_1,PercentSalaryHike_3
34.0,Travel_Rarely,967.0,Research & Development,16.0,Master,Technical Degree,Very High,Male,85.0,Low,1.0,Research Scientist,Low,Married,2307.0,14460.0,1.0,Yes,23.0,Outstanding,Medium,2.0,Better,Yes,Age_group 2,Distance_4,HourlyRate_4,Income_1,Rate_3,DailyRate_4,PercentSalaryHike_5
56.0,Travel_Rarely,1162.0,Research & Development,24.0,College,Life Sciences,Low,Male,97.0,High,1.0,Laboratory Technician,Very High,Single,2587.0,10261.0,1.0,No,16.0,Excellent,Very High,3.0,Better,Yes,Age_group 5,Distance_5,HourlyRate_5,Income_1,Rate_2,DailyRate_4,PercentSalaryHike_4
36.0,Travel_Rarely,335.0,Sales,17.0,College,Marketing,High,Male,33.0,Medium,2.0,Sales Executive,Medium,Married,5507.0,16822.0,2.0,No,16.0,Excellent,High,1.0,Bad,No,Age_group 3,Distance_5,HourlyRate_1,Income_3,Rate_4,DailyRate_1,PercentSalaryHike_4
41.0,Travel_Rarely,337.0,Sales,8.0,Bachelor,Marketing,High,Female,54.0,High,2.0,Sales Executive,Medium,Married,4393.0,26841.0,5.0,No,21.0,Outstanding,High,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_2,Income_3,Rate_5,DailyRate_1,PercentSalaryHike_5
42.0,Travel_Rarely,1396.0,Research & Development,6.0,Bachelor,Medical,High,Male,83.0,High,3.0,Research Director,Low,Married,13348.0,14842.0,9.0,No,13.0,Excellent,Medium,3.0,Best,No,Age_group 4,Distance_3,HourlyRate_4,Income_5,Rate_3,DailyRate_5,PercentSalaryHike_2
31.0,Travel_Rarely,1079.0,Sales,10.0,College,Medical,High,Female,86.0,High,2.0,Sales Executive,Very High,Divorced,6583.0,20115.0,2.0,Yes,11.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_4,HourlyRate_4,Income_4,Rate_4,DailyRate_4,PercentSalaryHike_1
34.0,Travel_Rarely,735.0,Sales,3.0,Below College,Medical,Very High,Female,75.0,Medium,2.0,Sales Executive,Very High,Married,8103.0,16495.0,3.0,Yes,12.0,Excellent,High,3.0,Good,No,Age_group 2,Distance_2,HourlyRate_4,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_1
